PLAYER_NAME,SEASON,TEAM_ABBREVIATION,GP,MIN,steals_p36,blocks_p36,stocks_p36,DEF_RATING,DREB_PCT,DEF_RANK,team_def_quality,availability_score,defense_impact,elite_defender_context,DPOY_VOTE_SHARE
Elfrid Payton,2016-17,ORL,82,29.4,1.3469387755102042,0.6122448979591837,1.959183673469388,109.2,0.12,24.0,0.23333333333333334,0.8166666666666667,0.4571428571428572,0,0.0
Saddiq Bey,2021-22,DET,82,33.0,0.9818181818181819,0.21818181818181817,1.2000000000000002,114.0,0.125,24.0,0.23333333333333334,0.9166666666666666,0.28,0,0.0
Joe Ingles,2016-17,UTA,82,24.1,1.79253112033195,0.14937759336099585,1.9419087136929458,104.4,0.123,3.0,0.9333333333333333,0.6694444444444445,1.8124481327800828,0,0.0
Isaiah Thomas,2015-16,BOS,82,32.2,1.2298136645962734,0.11180124223602483,1.3416149068322982,103.2,0.071,4.0,0.9,0.8944444444444445,1.2074534161490684,0,0.0
James Harden,2015-16,HOU,82,38.1,1.6062992125984252,0.5669291338582677,2.173228346456693,106.9,0.14,21.0,0.3333333333333333,1.0583333333333333,0.7244094488188977,0,0.0
Jeff Teague,2016-17,IND,82,32.4,1.3333333333333333,0.4444444444444445,1.7777777777777777,107.9,0.111,15.0,0.5333333333333333,0.8999999999999999,0.9481481481481481,0,0.0
Corey Brewer,2015-16,HOU,82,20.4,1.7647058823529413,0.3529411764705883,2.11764705882353,104.0,0.09,21.0,0.3333333333333333,0.5666666666666667,0.7058823529411766,0,0.0
Harrison Barnes,2022-23,SAC,82,32.5,0.7753846153846153,0.11076923076923077,0.8861538461538461,115.2,0.107,21.0,0.3333333333333333,0.9027777777777778,0.29538461538461536,0,0.0
Bam Adebayo,2018-19,MIA,82,23.3,1.390557939914163,1.2360515021459229,2.6266094420600856,104.5,0.221,7.0,0.8,0.6472222222222223,2.1012875536480684,1,0.0
Marcin Gortat,2016-17,WAS,82,31.2,0.576923076923077,0.8076923076923077,1.3846153846153846,108.6,0.243,20.0,0.36666666666666664,0.8666666666666667,0.5076923076923077,0,0.0
Justin Holiday,2016-17,NYK,82,20.0,1.44,0.72,2.16,105.3,0.114,25.0,0.2,0.5555555555555556,0.43200000000000005,0,0.0
Buddy Hield,2018-19,SAC,82,31.9,0.7899686520376176,0.45141065830721006,1.2413793103448276,110.0,0.11,21.0,0.3333333333333333,0.8861111111111111,0.41379310344827586,0,0.0
Yogi Ferrell,2017-18,DAL,82,27.8,1.0359712230215827,0.12949640287769784,1.1654676258992807,103.2,0.097,16.0,0.5,0.7722222222222223,0.5827338129496403,0,0.0
Terrence Ross,2014-15,TOR,82,25.5,0.8470588235294118,0.4235294117647059,1.2705882352941176,109.0,0.095,25.0,0.2,0.7083333333333334,0.2541176470588235,0,0.0
Al-Farouq Aminu,2015-16,POR,82,28.5,1.1368421052631579,0.7578947368421053,1.8947368421052633,106.7,0.168,19.0,0.4,0.7916666666666666,0.7578947368421054,0,0.0
Al Horford,2015-16,ATL,82,32.1,0.897196261682243,1.6822429906542056,2.5794392523364484,98.7,0.158,2.0,0.9666666666666667,0.8916666666666667,2.4934579439252333,1,0.0
Bismack Biyombo,2015-16,TOR,82,22.0,0.3272727272727273,2.6181818181818186,2.9454545454545458,101.3,0.249,11.0,0.6666666666666666,0.6111111111111112,1.9636363636363638,0,0.0
Trevor Ariza,2014-15,HOU,82,35.7,1.9159663865546215,0.20168067226890757,2.117647058823529,101.5,0.127,7.0,0.8,0.9916666666666667,1.6941176470588233,0,0.0
Tristan Thompson,2014-15,CLE,82,26.8,0.5373134328358209,0.9402985074626865,1.4776119402985075,104.5,0.174,18.0,0.43333333333333335,0.7444444444444445,0.6402985074626866,0,0.0
Tyler Zeller,2014-15,BOS,82,21.1,0.3412322274881517,1.0236966824644549,1.3649289099526065,102.3,0.178,12.0,0.6333333333333333,0.5861111111111111,0.8644549763033175,0,0.0
Derrick White,2022-23,BOS,82,28.3,0.8904593639575972,1.1448763250883391,2.035335689045936,107.2,0.098,4.0,0.9,0.7861111111111111,1.8318021201413426,0,0.0
Jordan Poole,2022-23,GSW,82,30.0,0.9600000000000001,0.36,1.32,111.8,0.073,16.0,0.5,0.8333333333333334,0.66,0,0.0
KJ Martin,2022-23,HOU,82,28.0,0.6428571428571428,0.5142857142857143,1.157142857142857,118.7,0.143,29.0,0.06666666666666667,0.7777777777777778,0.07714285714285714,0,0.0
Ersan Ilyasova,2016-17,ATL,82,26.1,0.9655172413793103,0.4137931034482758,1.379310344827586,104.3,0.163,4.0,0.9,0.7250000000000001,1.2413793103448274,0,0.0
Joe Ingles,2018-19,UTA,82,31.3,1.3801916932907348,0.23003194888178916,1.610223642172524,101.6,0.108,2.0,0.9666666666666667,0.8694444444444445,1.5565495207667732,0,0.0
Kentavious Caldwell-Pope,2018-19,LAL,82,24.8,1.306451612903226,0.29032258064516125,1.5967741935483872,110.1,0.088,13.0,0.6,0.6888888888888889,0.9580645161290323,0,0.0
Justin Holiday,2018-19,MEM,82,31.8,1.6981132075471697,0.4528301886792453,2.150943396226415,110.1,0.103,9.0,0.7333333333333333,0.8833333333333333,1.5773584905660376,0,0.0
Gorgui Dieng,2016-17,MIN,82,32.4,1.2222222222222223,1.3333333333333333,2.5555555555555554,109.3,0.181,27.0,0.13333333333333333,0.8999999999999999,0.34074074074074073,0,0.0
Karl-Anthony Towns,2015-16,MIN,82,32.0,0.7875,1.9124999999999999,2.6999999999999997,109.3,0.242,28.0,0.1,0.8888888888888888,0.26999999999999996,0,0.0
Langston Galloway,2015-16,NYK,82,24.8,1.306451612903226,0.43548387096774194,1.741935483870968,103.4,0.115,18.0,0.43333333333333335,0.6888888888888889,0.7548387096774195,0,0.0
Kemba Walker,2018-19,CHA,82,34.9,1.2378223495702005,0.4126074498567336,1.6504297994269341,111.8,0.106,22.0,0.3,0.9694444444444444,0.4951289398280802,0,0.0
Kevon Looney,2021-22,GSW,82,21.1,1.0236966824644549,1.0236966824644549,2.0473933649289098,107.2,0.21,2.0,0.9666666666666667,0.5861111111111111,1.9791469194312794,0,0.0
Harrison Barnes,2023-24,SAC,82,29.0,0.8689655172413793,0.12413793103448277,0.993103448275862,115.7,0.079,14.0,0.5666666666666667,0.8055555555555556,0.5627586206896551,0,0.0
Jalen Green,2023-24,HOU,82,31.7,0.9085173501577288,0.34069400630914826,1.2492113564668772,113.8,0.143,10.0,0.7,0.8805555555555555,0.874447949526814,0,0.0
Cason Wallace,2023-24,OKC,82,20.6,1.5728155339805825,0.8737864077669902,2.4466019417475726,110.0,0.077,4.0,0.9,0.5722222222222223,2.2019417475728154,1,0.0
Payton Pritchard,2023-24,BOS,82,22.3,0.8071748878923767,0.16143497757847533,0.968609865470852,109.2,0.103,2.0,0.9666666666666667,0.6194444444444445,0.936322869955157,0,0.0
Brandon Bass,2014-15,BOS,82,23.5,0.7659574468085106,0.6127659574468085,1.3787234042553191,103.5,0.131,12.0,0.6333333333333333,0.6527777777777778,0.8731914893617021,0,0.0
Damian Lillard,2014-15,POR,82,35.7,1.2100840336134453,0.3025210084033613,1.5126050420168067,103.6,0.107,9.0,0.7333333333333333,0.9916666666666667,1.1092436974789914,0,0.0
Evan Turner,2014-15,BOS,82,27.6,1.3043478260869565,0.2608695652173913,1.565217391304348,103.7,0.163,12.0,0.6333333333333333,0.7666666666666667,0.991304347826087,0,0.0
Christian Braun,2023-24,DEN,82,20.2,0.8910891089108911,0.7128712871287128,1.603960396039604,109.3,0.126,8.0,0.7666666666666667,0.5611111111111111,1.22970297029703,0,0.0
Chet Holmgren,2023-24,OKC,82,29.4,0.7346938775510204,2.816326530612245,3.5510204081632653,109.2,0.198,4.0,0.9,0.8166666666666667,3.195918367346939,1,0.0
Bradley Beal,2017-18,WAS,82,36.3,1.1900826446280992,0.3966942148760331,1.5867768595041323,106.3,0.101,15.0,0.5333333333333333,1.0083333333333333,0.8462809917355372,0,0.0
Darius Miller,2017-18,NOP,82,23.7,0.45569620253164556,0.30379746835443044,0.759493670886076,108.7,0.07,14.0,0.5666666666666667,0.6583333333333333,0.43037974683544306,0,0.0
Jae Crowder,2014-15,BOS,82,20.1,1.6119402985074627,0.5373134328358208,2.1492537313432836,103.0,0.132,12.0,0.6333333333333333,0.5583333333333333,1.3611940298507461,0,0.0
Jason Smith,2014-15,NYK,82,21.8,0.6605504587155964,0.8256880733944953,1.4862385321100917,110.8,0.133,28.0,0.1,0.6055555555555556,0.14862385321100918,0,0.0
Harrison Barnes,2014-15,GSW,82,28.3,0.8904593639575972,0.254416961130742,1.1448763250883391,98.4,0.133,1.0,1.0,0.7861111111111111,1.1448763250883391,0,0.0
Greivis Vasquez,2014-15,TOR,82,24.3,0.8888888888888888,0.14814814814814817,1.037037037037037,105.5,0.099,25.0,0.2,0.675,0.2074074074074074,0,0.0
Ish Smith,2017-18,DET,82,24.9,1.1566265060240966,0.28915662650602414,1.4457831325301207,105.9,0.095,10.0,0.7,0.6916666666666667,1.0120481927710845,0,0.0
Cory Joseph,2017-18,IND,82,27.0,1.3333333333333333,0.26666666666666666,1.5999999999999999,106.5,0.101,12.0,0.6333333333333333,0.75,1.0133333333333332,0,0.0
Cory Joseph,2018-19,IND,82,25.2,1.5714285714285716,0.42857142857142855,2.0,102.4,0.111,3.0,0.9333333333333333,0.7,1.8666666666666667,0,0.0
D.J. Augustin,2014-15,OKC,82,23.9,0.9037656903765691,0.0,0.9037656903765691,105.6,0.071,15.0,0.5333333333333333,0.6638888888888889,0.4820083682008368,0,0.0
Obi Toppin,2023-24,IND,82,21.1,1.0236966824644549,0.8530805687203791,1.876777251184834,116.6,0.137,24.0,0.23333333333333334,0.5861111111111111,0.43791469194312793,0,0.0
Reggie Jackson,2023-24,DEN,82,22.2,0.8108108108108109,0.16216216216216217,0.972972972972973,110.6,0.063,8.0,0.7666666666666667,0.6166666666666667,0.745945945945946,0,0.0
DeAndre' Bembry,2018-19,ATL,82,23.6,1.9830508474576272,0.7627118644067796,2.7457627118644066,109.4,0.148,28.0,0.1,0.6555555555555556,0.2745762711864407,0,0.0
Dillon Brooks,2017-18,MEM,82,28.7,1.1289198606271778,0.25087108013937287,1.3797909407665507,107.4,0.092,26.0,0.16666666666666666,0.7972222222222222,0.2299651567944251,0,0.0
Collin Sexton,2018-19,CLE,82,31.8,0.5660377358490566,0.11320754716981132,0.6792452830188679,118.1,0.072,30.0,0.03333333333333333,0.8833333333333333,0.022641509433962263,0,0.0
Danté Exum,2014-15,UTA,82,22.2,0.8108108108108109,0.32432432432432434,1.135135135135135,99.3,0.057,14.0,0.5666666666666667,0.6166666666666667,0.6432432432432432,0,0.0
Enes Freedom,2015-16,OKC,82,21.0,0.5142857142857142,0.6857142857142857,1.2,106.6,0.23,11.0,0.6666666666666666,0.5833333333333334,0.7999999999999999,0,0.0
Jordan Clarkson,2016-17,LAL,82,29.2,1.356164383561644,0.12328767123287672,1.4794520547945207,112.6,0.083,30.0,0.03333333333333333,0.8111111111111111,0.04931506849315069,0,0.0
Jamal Murray,2016-17,DEN,82,21.5,1.0046511627906978,0.5023255813953489,1.5069767441860467,108.0,0.095,29.0,0.06666666666666667,0.5972222222222222,0.10046511627906977,0,0.0
Jamal Crawford,2016-17,LAC,82,26.3,0.9581749049429658,0.2737642585551331,1.2319391634980987,107.9,0.051,12.0,0.6333333333333333,0.7305555555555556,0.7802281368821291,0,0.0
Paul George,2015-16,IND,81,34.8,1.9655172413793105,0.4137931034482759,2.3793103448275863,101.5,0.165,3.0,0.9333333333333333,0.9548780487804877,2.220689655172414,1,0.0
Roy Hibbert,2015-16,LAL,81,23.2,0.6206896551724138,2.172413793103448,2.7931034482758617,113.7,0.139,30.0,0.03333333333333333,0.6365853658536584,0.09310344827586206,0,0.0
Ryan Arcidiacono,2018-19,CHI,81,24.2,1.1900826446280992,0.0,1.1900826446280992,110.2,0.096,25.0,0.2,0.6640243902439024,0.23801652892561986,0,0.0
Trevor Ariza,2015-16,HOU,81,35.3,2.0396600566572243,0.3059490084985836,2.345609065155808,108.1,0.106,21.0,0.3333333333333333,0.9685975609756097,0.7818696883852693,0,0.0
Michael Porter Jr.,2023-24,DEN,81,31.7,0.5678233438485805,0.7949526813880126,1.362776025236593,112.1,0.177,8.0,0.7666666666666667,0.8698170731707316,1.044794952681388,0,0.0
Paul Millsap,2015-16,ATL,81,32.7,1.9816513761467889,1.8715596330275226,3.8532110091743115,101.6,0.189,2.0,0.9666666666666667,0.8972560975609757,3.7247706422018343,1,0.032
Dwight Howard,2017-18,CHA,81,30.4,0.7105263157894737,1.8947368421052633,2.605263157894737,108.2,0.295,17.0,0.4666666666666667,0.8341463414634146,1.2157894736842108,0,0.0
Rudy Gobert,2018-19,UTA,81,31.8,0.9056603773584906,2.6037735849056602,3.5094339622641506,103.6,0.27,2.0,0.9666666666666667,0.8725609756097561,3.392452830188679,1,0.822
Randy Foye,2015-16,OKC,81,20.3,0.8866995073891625,0.7093596059113301,1.5960591133004924,103.1,0.076,11.0,0.6666666666666666,0.5570121951219512,1.0640394088669949,0,0.0
Monta Ellis,2015-16,IND,81,33.8,2.0236686390532546,0.5325443786982249,2.5562130177514795,101.8,0.08,3.0,0.9333333333333333,0.9274390243902437,2.3857988165680477,1,0.0
Marvin Williams,2015-16,CHA,81,28.9,0.8719723183391004,1.245674740484429,2.1176470588235294,103.6,0.165,8.0,0.7666666666666667,0.7929878048780487,1.623529411764706,0,0.0
Buddy Hield,2021-22,IND,81,30.8,1.051948051948052,0.35064935064935066,1.4025974025974026,115.1,0.114,28.0,0.1,0.8451219512195123,0.14025974025974028,0,0.0
Alec Burks,2021-22,NYK,81,28.6,1.2587412587412585,0.3776223776223776,1.6363636363636362,108.1,0.148,12.0,0.6333333333333333,0.7847560975609756,1.0363636363636362,0,0.0
Malik Beasley,2018-19,DEN,81,23.2,1.086206896551724,0.15517241379310345,1.2413793103448274,107.3,0.085,10.0,0.7,0.6365853658536584,0.8689655172413792,0,0.0
Dario Šarić,2016-17,PHI,81,26.3,0.9581749049429658,0.5475285171102662,1.505703422053232,106.8,0.183,16.0,0.5,0.7216463414634147,0.752851711026616,0,0.0
Thaddeus Young,2017-18,IND,81,32.2,1.9006211180124222,0.44720496894409933,2.3478260869565215,105.0,0.128,12.0,0.6333333333333333,0.8835365853658537,1.4869565217391303,0,0.0
Patrick Patterson,2014-15,TOR,81,26.6,0.9473684210526315,0.6766917293233082,1.6240601503759398,105.8,0.145,25.0,0.2,0.7298780487804878,0.324812030075188,0,0.0
