PLAYER_NAME,SEASON,TEAM_ABBREVIATION,GP,MIN,steals_p36,blocks_p36,stocks_p36,DEF_RATING,DREB_PCT,DEF_RANK,team_def_quality,availability_score,defense_impact,elite_defender_context
Donovan Clingan,2025-26,POR,20,25.2,1.0,2.142857142857143,3.142857142857143,112.9,0.211,23,0.26666666666666666,0.17073170731707316,0.8380952380952381,0
Donovan Mitchell,2025-26,CLE,20,34.3,1.469387755102041,0.31486880466472306,1.784256559766764,111.0,0.116,14,0.5666666666666667,0.23238482384823847,1.0110787172011662,0
Jimmy Butler III,2025-26,GSW,20,30.8,1.8701298701298703,0.35064935064935066,2.220779220779221,108.5,0.103,15,0.5333333333333333,0.20867208672086723,1.1844155844155846,0
Jerami Grant,2025-26,POR,20,29.2,1.1095890410958904,0.7397260273972602,1.8493150684931505,120.4,0.088,23,0.26666666666666666,0.1978319783197832,0.4931506849315068,0
Jake LaRavia,2025-26,LAL,20,25.7,1.6809338521400778,0.42023346303501946,2.1011673151750974,115.2,0.109,7,0.8,0.17411924119241193,1.680933852140078,0
Jaren Jackson Jr.,2025-26,MEM,20,29.5,0.8542372881355931,1.2203389830508475,2.074576271186441,112.2,0.136,5,0.8666666666666667,0.19986449864498643,1.7979661016949156,0
Matas Buzelis,2025-26,CHI,20,28.2,1.021276595744681,1.9148936170212767,2.9361702127659575,111.6,0.141,21,0.3333333333333333,0.19105691056910568,0.9787234042553191,0
Lauri Markkanen,2025-26,UTA,20,35.6,0.9101123595505618,0.4044943820224719,1.3146067415730336,116.7,0.112,28,0.1,0.24119241192411925,0.13146067415730336,0
Kris Murray,2025-26,POR,20,24.7,1.7489878542510122,0.291497975708502,2.0404858299595143,115.6,0.081,23,0.26666666666666666,0.1673441734417344,0.5441295546558704,0
Josh Minott,2025-26,BOS,20,19.2,1.5000000000000002,0.9375,2.4375,111.6,0.152,4,0.9,0.13008130081300812,2.19375,0
Keaton Wallace,2025-26,ATL,20,15.2,1.8947368421052633,0.4736842105263158,2.368421052631579,109.0,0.094,22,0.3,0.1029810298102981,0.7105263157894738,0
Karl-Anthony Towns,2025-26,NYK,20,33.4,0.8622754491017964,0.8622754491017964,1.7245508982035929,113.3,0.263,10,0.7,0.2262872628726287,1.207185628742515,0
Jusuf Nurkić,2025-26,UTA,20,24.5,2.3510204081632655,0.5877551020408164,2.938775510204082,115.3,0.276,28,0.1,0.16598915989159893,0.2938775510204082,0
Julian Champagnie,2025-26,SAS,20,28.6,1.1328671328671327,0.6293706293706293,1.762237762237762,111.4,0.147,24,0.23333333333333334,0.1937669376693767,0.4111888111888112,0
Jordan Clarkson,2025-26,NYK,20,19.4,0.5567010309278351,0.5567010309278351,1.1134020618556701,116.3,0.047,10,0.7,0.13143631436314362,0.7793814432989691,0
Keldon Johnson,2025-26,SAS,20,24.4,1.180327868852459,0.14754098360655737,1.3278688524590163,112.1,0.179,24,0.23333333333333334,0.16531165311653115,0.30983606557377047,0
Keon Ellis,2025-26,SAC,20,16.6,2.602409638554217,0.8674698795180722,3.469879518072289,115.6,0.07,17,0.4666666666666667,0.11246612466124661,1.6192771084337347,0
Keyonte George,2025-26,UTA,20,34.1,1.0557184750733137,0.3167155425219941,1.3724340175953078,122.1,0.098,28,0.1,0.231029810298103,0.1372434017595308,0
Nickeil Alexander-Walker,2025-26,ATL,20,32.8,1.0975609756097562,0.9878048780487806,2.0853658536585367,112.3,0.074,22,0.3,0.22222222222222218,0.625609756097561,0
Nic Claxton,2025-26,BKN,20,30.0,0.8399999999999999,1.56,2.4,123.2,0.161,26,0.16666666666666666,0.2032520325203252,0.39999999999999997,0
Moses Moody,2025-26,GSW,20,25.5,1.4117647058823528,1.1294117647058823,2.541176470588235,105.7,0.089,15,0.5333333333333333,0.17276422764227642,1.3552941176470588,0
Mikal Bridges,2025-26,NYK,20,35.0,2.16,1.2342857142857144,3.3942857142857146,114.8,0.094,10,0.7,0.23712737127371272,2.376,1
Peyton Watson,2025-26,DEN,20,26.6,1.3533834586466165,1.488721804511278,2.8421052631578947,118.4,0.125,9,0.7333333333333333,0.1802168021680217,2.0842105263157893,1
Nikola Jokić,2025-26,DEN,20,34.8,1.5517241379310347,0.8275862068965518,2.3793103448275863,114.2,0.26,9,0.7333333333333333,0.23577235772357721,1.7448275862068965,0
Noah Clowney,2025-26,BKN,20,27.4,0.9197080291970803,0.9197080291970803,1.8394160583941606,120.9,0.11,26,0.16666666666666666,0.18563685636856367,0.3065693430656934,0
Pascal Siakam,2025-26,IND,20,34.3,1.3644314868804666,0.6297376093294461,1.9941690962099128,116.4,0.154,18,0.43333333333333335,0.23238482384823847,0.8641399416909622,0
Svi Mykhailiuk,2025-26,UTA,20,26.1,0.689655172413793,0.27586206896551724,0.9655172413793103,114.8,0.072,28,0.1,0.17682926829268295,0.09655172413793103,0
Simone Fontecchio,2025-26,MIA,20,18.9,0.9523809523809524,0.380952380952381,1.3333333333333335,107.6,0.099,6,0.8333333333333334,0.12804878048780485,1.1111111111111114,0
Tim Hardaway Jr.,2025-26,DEN,20,24.5,0.7346938775510203,0.1469387755102041,0.8816326530612244,113.2,0.062,9,0.7333333333333333,0.16598915989159893,0.6465306122448978,0
Trey Murphy III,2025-26,NOP,20,35.8,1.7094972067039107,0.20111731843575423,1.910614525139665,118.9,0.155,20,0.36666666666666664,0.2425474254742547,0.7005586592178771,0
Tyrese Martin,2025-26,BKN,20,21.2,1.1886792452830188,0.339622641509434,1.5283018867924527,118.2,0.109,26,0.16666666666666666,0.14363143631436315,0.2547169811320754,0
Tyrese Maxey,2025-26,PHI,20,40.1,1.4364089775561097,0.8079800498753117,2.2443890274314215,114.4,0.106,13,0.6,0.27168021680216803,1.346633416458853,0
Wendell Carter Jr.,2025-26,ORL,20,29.6,0.8513513513513513,0.972972972972973,1.8243243243243243,107.5,0.15,2,0.9666666666666667,0.2005420054200542,1.7635135135135136,0
Will Richard,2025-26,GSW,20,18.7,1.9251336898395721,0.19251336898395724,2.1176470588235294,114.3,0.09,15,0.5333333333333333,0.12669376693766934,1.1294117647058823,0
